file_size_mib,query_family,selectivity_id,block_index,latency_x_ms,latency_baseline_ms,delta_ms
64,Q3,0.10,10,449.5645,420.3694,29.1951
64,Q3,0.10,11,486.9585,430.4663,56.4922
64,Q3,0.10,12,498.7057,449.3257,49.38
64,Q3,0.10,13,436.1564,418.0437,18.1127
64,Q3,0.10,14,488.3491,441.8898,46.4593
64,Q3,0.10,15,555.0014,473.4173,81.5841
64,Q3,0.10,16,443.524,438.1842,5.3398
64,Q3,0.10,17,417.8966,446.0801,-28.1835
64,Q3,0.10,18,437.9253,454.1132,-16.1879
64,Q3,0.10,19,428.147,397.7071,30.4399
64,Q3,0.10,20,449.518,475.5671,-26.0491
64,Q3,0.10,21,444.565,445.147,-0.582
64,Q3,0.50,2,626.1733,628.4892,-2.3159
64,Q3,0.50,3,602.3591,578.8005,23.5586
64,Q3,0.50,4,719.8211,618.5146,101.3065
64,Q3,0.50,5,630.9141,620.4193,10.4948
64,Q3,0.50,6,606.8007,607.0163,-0.2156
64,Q3,0.50,7,616.9165,612.8112,4.1053
64,Q3,0.50,8,676.016,613.7718,62.2442
64,Q3,0.50,9,609.7019,601.2838,8.4181
64,Q3,0.50,10,603.5596,627.2252,-23.6656
64,Q3,0.50,11,598.5964,631.8872,-33.2908
64,Q3,0.50,12,694.9434,677.0484,17.895
64,Q3,0.50,13,626.789,605.7439,21.0451
64,Q3,0.50,14,649.8403,610.8417,38.9986
64,Q3,0.50,15,585.8029,762.5804,-176.7775
64,Q3,0.50,16,592.8114,749.5529,-156.7415
64,Q3,0.50,17,563.0948,644.1423,-81.0475
64,Q3,0.50,18,622.182,607.6338,14.5482
64,Q3,0.50,19,588.0246,620.8497,-32.8251
64,Q3,0.50,20,649.8144,589.9837,59.8307
64,Q3,0.50,21,603.762,668.4115,-64.6495
